Time;R1;R2;R3;R4;R5;R6;R7;R8;R9;R10
12231;14122;24436;15677;26465;5350;42801;44490;26753;7,26;42,57
12232;14097;24383;15671;26478;5498;42755;44468;26729;7,26;42,56
12233;14057;24349;15694;26378;5460;42846;44486;26692;7,26;42,57
12234;14108;24379;15688;26465;5437;42865;44490;26738;7,26;42,57
12235;14047;24328;15612;26405;5415;42820;44488;26709;7,26;42,56
12236;14083;24307;15645;26463;5555;42831;44442;26633;7,26;42,56
12237;14045;24273;15606;26402;5515;42798;44505;26762;7,26;42,57
12238;14101;24379;15716;26455;5500;42791;44476;26660;7,26;42,55
12239;14080;24344;15639;26415;5479;42816;44449;26702;7,26;42,55
12240;14092;24311;15675;26393;5457;42780;44431;26707;7,26;42,56
12241;14140;24268;15641;26438;5344;42872;44480;26658;7,26;42,56
12242;14073;24291;15627;26381;5490;42878;44504;26619;7,26;42,56
12243;14079;24298;15605;26403;5483;42898;44441;26756;7,26;42,55
12244;14100;24188;15678;26472;5408;42932;44526;26724;7,29;42,56
12245;14092;24144;15617;26438;5424;42913;44460;26776;7,26;42,55
12246;14086;24229;15617;26428;5487;42850;44430;26739;7,26;42,56
12247;14158;24298;15646;26376;5482;43013;44548;26694;7,26;42,56
12248;14087;24237;15672;26422;5452;42984;44526;26686;7,26;42,56
12249;14149;24325;15655;26467;5433;42879;44451;26700;7,26;42,55
12250;14119;24304;15625;26425;5515;42934;44505;26639;7,26;42,56
12251;14102;24228;15632;26428;5392;42933;44510;26701;7,26;42,56
12252;14155;24291;15645;26464;5479;42962;44491;26742;7,26;42,55
12253;14103;24304;15660;26490;5439;42936;44469;26764;7,29;42,56
12254;14058;24177;15651;26395;5421;42962;44447;26698;7,26;42,56
12255;14096;24198;15601;26418;5441;42927;44495;26785;7,26;42,56
12256;14023;24256;15656;26384;5478;42989;44495;26753;7,26;42,56
12257;14092;24265;15611;26415;5479;42933;44505;26743;7,26;42,55
12258;14162;24358;15563;26374;5443;42938;44478;26680;7,26;42,56
12259;14054;24284;15592;26400;5490;42941;44475;26686;7,26;42,56
12260;14108;24288;15617;26423;5433;42927;44467;26745;7,26;42,55
12261;14045;24254;15612;26429;5528;42921;44528;26670;7,26;42,55
12262;14135;24299;15529;26413;5392;42978;44475;26768;7,26;42,56
12263;14098;24284;15615;26421;5486;42989;44466;26691;7,26;42,56
12264;14081;24271;15499;26329;5417;43041;44448;26723;7,26;42,56
12265;14112;24260;15603;26388;5495;43028;44548;26767;7,26;42,56
12266;14041;24283;15647;26384;5525;43053;44450;26790;7,26;42,56
12267;14053;24212;15553;26444;5451;42976;44424;26797;7,26;42,56
12268;14113;24312;15568;26398;5481;42985;44523;26683;7,26;42,57
12269;14131;24279;15521;26361;5468;43028;44510;26728;7,26;42,57
12270;14067;24202;15600;26415;5367;42986;44515;26741;7,22;42,56
12271;14148;24255;15498;26316;5413;43063;44460;26807;7,26;42,55
12272;14070;24196;15530;26337;5492;42993;44479;26785;7,26;42,56
12273;14055;24259;15547;26453;5455;42976;44434;26697;7,26;42,56
12274;14045;24275;15561;26373;5496;43029;44494;26766;7,26;42,56
12275;14064;24260;15626;26453;5504;43009;44498;26762;7,26;42,55
12276;14115;24272;15539;26426;5502;43123;44497;26668;7,26;42,56
12277;14108;24255;15535;26414;5506;43060;44418;26789;7,26;42,56
12278;14119;24198;15623;26400;5425;43015;44532;26766;7,26;42,56
12279;14100;24295;15544;26421;5494;43054;44469;26707;7,26;42,55
12280;14035;24228;15612;26424;5516;43099;44484;26733;7,26;42,56
12281;14070;24273;15523;26409;5439;43152;44562;26744;7,26;42,57
12282;14084;24200;15553;26321;5451;43085;44481;26770;7,26;42,55
12283;14124;24293;15502;26384;5440;43114;44436;26823;7,18;42,55
12284;14067;24321;15626;26432;5498;43125;44526;26725;7,26;42,55
12285;14063;24101;15472;26427;5494;43089;44459;26789;7,26;42,55
12286;14013;24220;15555;26444;5507;43110;44437;26733;7,26;42,55
12287;14032;24253;15541;26422;5433;43117;44459;26723;7,26;42,55
12288;14032;24199;15520;26366;5385;43062;44409;26753;7,26;42,55
12289;14093;24239;15595;26390;5446;43075;44456;26727;7,26;42,55
12290;14040;24221;15587;26355;5507;43054;44489;26808;7,26;42,56
12291;14065;24175;15568;26354;5423;43123;44470;26759;7,26;42,55
12292;14047;24215;15550;26473;5442;43172;44489;26832;7,26;42,56
12293;14157;24228;15606;26339;5510;43191;44445;26844;7,22;42,56
12294;14145;24176;15564;26443;5415;43154;44467;26849;7,26;42,55
12295;14082;24230;15517;26393;5439;43137;44496;26801;7,26;42,56
12296;14103;24267;15547;26418;5471;43129;44519;26738;7,26;42,57
12297;14133;24219;15565;26384;5495;43076;44464;26770;7,26;42,56
12298;14090;24283;15482;26480;5465;43144;44466;26871;7,26;42,56
12299;14099;24246;15535;26443;5487;43164;44448;26835;7,26;42,55
12300;14110;24341;15491;26420;5488;43122;44392;26865;7,26;42,55
12301;14046;24227;15556;26391;5456;43181;44498;26822;7,18;42,56
12302;14047;24212;15572;26381;5510;43076;44543;26862;7,26;42,57
12303;14094;24312;15583;26352;5445;43179;44459;26833;7,26;42,56
12304;14043;24344;15528;26367;5445;43197;44490;26789;7,26;42,56
12305;14015;24273;15565;26370;5475;43217;44449;26751;7,26;42,56
12306;13983;24210;15553;26405;5434;43202;44494;26805;7,26;42,56
12307;14074;24281;15586;26361;5468;43135;44425;26819;7,26;42,55
12308;14008;24241;15570;26363;5414;43234;44506;26894;7,26;42,56
12309;14148;24224;15575;26325;5487;43248;44458;26853;7,26;42,55
12310;14067;24287;15483;26406;5383;43182;44484;26798;7,26;42,57
12311;14046;24328;15513;26375;5466;43172;44482;26880;7,26;42,55
12312;14016;24243;15524;26370;5528;43212;44434;26868;7,26;42,55
12313;13984;24282;15523;26403;5457;43285;44544;26887;7,26;42,55
12314;14077;24275;15533;26460;5415;43258;44484;26806;7,26;42,56
12315;14165;24255;15565;26495;5514;43164;44478;26806;7,33;42,55
12316;14111;24185;15479;26446;5512;43216;44525;26822;7,26;42,55
12317;14039;24245;15512;26385;5449;43109;44486;26799;7,26;42,55
12318;14135;24274;15515;26371;5469;43180;44489;26887;7,26;42,55
12319;14138;24263;15538;26352;5406;43202;44403;26825;7,26;42,56
12320;14074;24299;15542;26473;5477;43240;44430;26874;7,18;42,56
12321;14132;24204;15541;26355;5433;43173;44463;26881;7,26;42,55
12322;14143;24273;15547;26402;5461;43311;44415;26851;7,26;42,57
12323;14142;24253;15525;26402;5476;43253;44467;26828;7,26;42,55
12324;14104;24239;15520;26374;5437;43242;44486;26856;7,26;42,56
12325;14077;24237;15576;26410;5467;43299;44443;26915;7,26;42,55
12326;14075;24161;15538;26406;5446;43239;44504;26888;7,18;42,56
12327;14087;24293;15512;26402;5476;43248;44448;26815;7,26;42,55
12328;14103;24284;15549;26367;5498;43284;44451;26902;7,26;42,55
12329;14083;24195;15542;26329;5462;43276;44415;26915;7,26;42,56
12330;14094;24301;15459;26409;5518;43324;44486;26813;7,26;42,55
12331;14096;24253;15506;26291;5464;43283;44513;26839;7,26;42,55
12332;14081;24277;15517;26406;5479;43232;44442;26838;7,26;42,56
12333;14132;24265;15522;26400;5509;43274;44493;26883;7,26;42,55
12334;14067;24276;15605;26388;5453;43281;44445;26866;7,26;42,56
12335;14094;24248;15529;26371;5458;43211;44467;26867;7,26;42,56
12336;14036;24305;15501;26394;5488;43394;44478;26901;7,26;42,56
12337;14121;24174;15529;26361;5512;43245;44503;26934;7,26;42,55
12338;14103;24254;15514;26373;5463;43279;44398;26885;7,26;42,55
12339;14029;24248;15497;26308;5495;43333;44526;26888;7,26;42,55
12340;14087;24281;15545;26410;5486;43270;44435;26878;7,26;42,55
12341;14075;24273;15536;26367;5525;43349;44498;26852;7,26;42,55
12342;14167;24266;15426;26406;5541;43365;44435;26859;7,26;42,55
12343;13991;24215;15496;26366;5415;43319;44463;26851;7,26;42,54
12344;14087;24224;15494;26405;5471;43271;44390;26913;7,26;42,54
12345;14117;24182;15531;26366;5484;43351;44520;26880;7,26;42,55
12346;14068;24234;15426;26362;5459;43318;44501;26897;7,26;42,56
12347;14125;24208;15463;26369;5445;43339;44484;26915;7,26;42,56
12348;14105;24301;15495;26374;5455;43358;44487;26852;7,26;42,55
12349;14124;24227;15499;26347;5469;43377;44487;26869;7,26;42,54
12350;14100;24229;15546;26399;5397;43390;44454;26891;7,26;42,56
12351;14145;24246;15565;26382;5439;43350;44509;26839;7,26;42,55
12352;14122;24283;15538;26306;5458;43338;44474;26919;7,26;42,55
12353;14052;24290;15544;26359;5452;43312;44444;26857;7,26;42,54
12354;14045;24279;15451;26362;5461;43356;44556;26895;7,26;42,54
12355;14088;24192;15484;26387;5465;43415;44400;26830;7,26;42,54
12356;14053;24227;15423;26313;5521;43390;44459;26914;7,26;42,55
12357;14093;24198;15516;26339;5493;43399;44475;26898;7,26;42,55
12358;14024;24251;15503;26411;5475;43442;44454;26916;7,26;42,55
12359;14004;24214;15453;26385;5442;43431;44466;26868;7,26;42,55
12360;14019;24200;15504;26410;5470;43396;44496;26968;7,26;42,55
12361;14030;24226;15501;26391;5517;43337;44429;26896;7,26;42,56
12362;14099;24179;15507;26370;5496;43367;44427;26944;7,26;42,55
12363;14092;24198;15433;26345;5489;43359;44434;26962;7,26;42,56
12364;14110;24183;15470;26368;5364;43408;44453;26881;7,26;42,55
12365;14049;24230;15485;26272;5500;43424;44450;26928;7,26;42,55
12366;14034;24205;15501;26286;5496;43377;44442;26947;7,26;42,56
12367;14093;24187;15493;26334;5511;43378;44443;26975;7,26;42,55
12368;14079;24221;15462;26246;5480;43483;44418;26877;7,26;42,55
12369;14130;24152;15363;26296;5456;43446;44530;26962;7,26;42,55
12370;14079;24239;15462;26353;5480;43390;44515;26921;7,26;42,55
12371;14055;24254;15442;26400;5438;43384;44461;26960;7,26;42,55
12372;14034;24197;15469;26315;5453;43440;44502;26890;7,26;42,55
12373;14082;24248;15486;26351;5506;43424;44438;26972;7,26;42,55
12374;14093;24156;15463;26357;5466;43404;44505;26911;7,26;42,55
12375;14082;24157;15468;26350;5466;43428;44431;26915;7,26;42,56
12376;14096;24161;15555;26397;5514;43377;44420;26911;7,26;42,55
12377;13992;24216;15500;26328;5445;43453;44422;26896;7,26;42,55
12378;14129;24170;15424;26283;5512;43482;44445;26888;7,26;42,55
12379;14078;24236;15428;26344;5465;43445;44429;26928;7,26;42,55
12380;14004;24192;15466;26367;5466;43473;44532;26925;7,26;42,56
12381;14012;24206;15483;26345;5467;43462;44468;26939;7,26;42,55
12382;14065;24218;15451;26388;5452;43475;44403;26977;7,26;42,56
12383;14070;24156;15515;26284;5461;43485;44513;26956;7,26;42,56
12384;14060;24309;15393;26322;5436;43484;44398;26872;7,26;42,56
12385;14062;24183;15418;26346;5433;43467;44472;26867;7,26;42,55
12386;14149;24201;15407;26357;5455;43515;44497;26906;7,26;42,56
12387;14110;24214;15533;26368;5459;43493;44434;26894;7,26;42,56
12388;14102;24240;15463;26314;5437;43537;44491;26931;7,26;42,56
12389;14047;24262;15491;26383;5456;43470;44426;26859;7,26;42,56
12390;14030;24255;15420;26390;5455;43440;44498;26958;7,26;42,56
12391;14083;24241;15496;26420;5461;43445;44538;26995;7,26;42,55
12392;14104;24270;15521;26340;5432;43367;44310;27024;7,26;42,56
12393;14068;24309;15418;26400;5515;43502;44462;26970;7,26;42,57
12394;14083;24268;15474;26357;5446;43460;44459;26931;7,26;42,55
12395;14071;24231;15473;26367;5497;43498;44449;26971;7,26;42,55
12396;14092;24204;15392;26347;5441;43532;44503;26930;7,26;42,55
12397;14017;24229;15519;26318;5440;43481;44398;26933;7,26;42,56
12398;14094;24164;15449;26416;5477;43536;44453;26973;7,26;42,55
12399;14085;24240;15431;26398;5452;43552;44438;27031;7,26;42,57
12400;14126;24241;15491;26337;5423;43585;44507;26917;7,26;42,57
12401;14086;24251;15483;26286;5435;43575;44507;26925;7,26;42,56
12402;14102;24313;15414;26277;5543;43555;44477;26964;7,26;42,57
12403;14128;24290;15447;26322;5525;43575;44506;27004;7,26;42,55
12404;14082;24215;15442;26315;5506;43546;44466;26996;7,26;42,56
12405;14092;24238;15397;26381;5397;43523;44478;26980;7,26;42,56
12406;14067;24154;15475;26305;5448;43561;44417;26964;7,26;42,56
12407;14016;24254;15417;26367;5471;43601;44433;26977;7,26;42,56
12408;14133;24255;15449;26346;5430;43596;44436;27019;7,26;42,56
12409;14089;24265;15431;26351;5464;43534;44466;26989;7,26;42,57
12410;14067;24283;15471;26351;5503;43598;44431;27004;7,26;42,56
12411;14048;24231;15444;26296;5370;43498;44479;26995;7,26;42,56
12412;14138;24165;15387;26298;5473;43553;44458;27023;7,26;42,56
12413;14041;24248;15409;26365;5424;43587;44441;26987;7,29;42,56
12414;14120;24270;15387;26241;5429;43506;44466;26900;7,26;42,56
12415;14038;24159;15437;26354;5422;43669;44480;26993;7,26;42,56
12416;14019;24241;15464;26293;5533;43639;44380;26911;7,26;42,57
12417;14091;24172;15458;26291;5528;43593;44539;26936;7,26;42,57
12418;14081;24243;15400;26318;5507;43662;44474;26902;7,26;42,56
12419;14137;24181;15402;26358;5479;43642;44392;26986;7,26;42,57
12420;14078;24292;15458;26377;5489;43623;44446;27020;7,26;42,57
12421;14123;24315;15393;26318;5434;43597;44456;26980;7,26;42,57
12422;14058;24180;15407;26284;5470;43566;44464;26985;7,26;42,57
12423;14082;24183;15453;26354;5430;43596;44491;27030;7,26;42,57
12424;14077;24250;15395;26279;5471;43689;44464;26982;7,26;42,56
12425;14051;24152;15415;26355;5438;43654;44443;26916;7,26;42,57
12426;14143;24233;15416;26307;5496;43712;44446;26963;7,26;42,57
12427;14102;24250;15418;26319;5479;43629;44491;27032;7,26;42,56
12428;14023;24178;15460;26366;5515;43629;44448;26979;7,26;42,57
12429;14110;24257;15451;26362;5435;43639;44536;27062;7,29;42,57
12430;14036;24229;15371;26310;5510;43609;44429;26983;7,26;42,57
12431;14054;24173;15462;26286;5505;43595;44493;26954;7,26;42,57
12432;14085;24174;15343;26342;5447;43495;44448;26896;7,26;42,57
12433;14117;24125;15402;26356;5473;43505;44531;26893;7,26;42,57
12434;14153;24233;15312;26347;5505;43503;44517;26872;7,22;42,56
12435;14118;24241;15407;26288;5445;43455;44454;26859;7,26;42,57
12436;14170;24257;15401;26268;5483;43397;44518;26875;7,26;42,56
12437;14233;24225;15373;26267;5463;43377;44488;26719;7,26;42,56
12438;14272;24224;15411;26367;5504;43275;44518;26719;7,26;42,56
12439;14289;24234;15392;26313;5516;43224;44573;26590;7,26;42,57
12440;14303;24211;15393;26275;5480;43264;44556;26550;7,18;42,57
12441;14268;24278;15399;26282;5489;43227;44624;26479;7,26;42,57
12442;14346;24161;15392;26334;5450;43159;44530;26433;7,26;42,57
12443;14408;24216;15321;26285;5460;43086;44473;26394;7,26;42,57
12444;14401;24242;15374;26248;5448;42951;44622;26437;7,26;42,57
12445;14359;24251;15448;26277;5451;42848;44610;26275;7,26;42,57
12446;14536;24243;15398;26185;5481;42844;44692;26219;7,26;42,57
12447;14432;24155;15468;26279;5455;42749;44606;26211;7,26;42,57
12448;14482;24130;15339;26207;5498;42706;44691;26082;7,26;42,57
12449;14422;24186;15444;26333;5457;42595;44718;26109;7,26;42,56
12450;14493;24226;15370;26236;5448;42522;44663;25972;7,26;42,57
12451;14574;24209;15372;26218;5403;42512;44682;25951;7,22;42,56
12452;14587;24176;15411;26314;5386;42359;44667;25839;7,26;42,57
12453;14642;24205;15391;26239;5453;42315;44646;25807;7,26;42,57
12454;14700;24233;15375;26240;5439;42208;44706;25660;7,22;42,57
12455;14679;24195;15399;26270;5399;42182;44711;25667;7,26;42,56
12456;14701;24256;15394;26209;5342;42147;44786;25670;7,26;42,56
12457;14734;24292;15425;26277;5446;42046;44821;25596;7,26;42,56
12458;14660;24237;15433;26196;5421;41974;44776;25530;7,18;42,58
12459;14779;24239;15437;26240;5480;41845;44788;25477;7,26;42,57
12460;14722;24243;15423;26250;5412;41828;44799;25396;7,18;42,57
12461;14829;24265;15434;26136;5376;41725;44838;25338;7,26;42,57
12462;14792;24180;15502;26173;5419;41579;44815;25313;7,26;42,57
12463;14825;24192;15458;26281;5435;41536;44811;25179;7,26;42,57
12464;14757;24298;15385;26253;5427;41503;44771;25149;7,26;42,56
12465;14835;24229;15431;26253;5445;41414;44820;25119;7,26;42,57
12466;14928;24246;15466;26308;5439;41329;44792;25052;7,22;42,57
12467;14903;24263;15450;26221;5403;41302;44873;24971;7,18;42,57
12468;14954;24375;15457;26286;5345;41248;44877;24940;7,26;42,58
12469;14970;24315;15526;26264;5424;41074;44841;24890;7,26;42,58
12470;14906;24326;15510;26323;5377;41070;44884;24845;7,26;42,58
12471;14885;24353;15403;26283;5385;40948;44869;24713;7,18;42,56
12472;14985;24285;15453;26255;5368;40949;44845;24748;7,18;42,57
12473;14983;24382;15508;26232;5299;40795;44908;24689;7,26;42,57
12474;15044;24361;15480;26260;5345;40753;44947;24657;7,18;42,57
12475;15048;24315;15569;26275;5275;40710;44933;24572;7,26;42,57
12476;15092;24346;15516;26317;5404;40452;44970;24445;7,26;42,58
12477;15036;24260;15537;26190;5422;40454;44881;24545;7,18;42,57
12478;15106;24372;15483;26179;5361;40439;44966;24386;7,26;42,56
12479;15072;24312;15511;26351;5427;40326;44869;24367;7,18;42,57
12480;15109;24377;15572;26336;5385;40338;44938;24426;7,18;42,57
12481;15106;24295;15526;26330;5347;40148;44974;24348;7,18;42,57
12482;15129;24287;15590;26355;5304;40168;44913;24262;7,26;42,58
12483;15171;24367;15550;26311;5392;40150;44976;24222;7,18;42,59
12484;15173;24377;15539;26337;5334;39949;44982;24275;7,26;42,58
12485;15215;24398;15606;26253;5334;39956;44975;24085;7,26;42,57
12486;15189;24218;15591;26260;5389;39871;45034;24142;7,26;42,58
12487;15216;24247;15621;26348;5408;39862;45004;24041;7,18;42,57
12488;15160;24278;15620;26289;5314;39700;45075;24027;7,26;42,57
12489;15271;24218;15642;26263;5308;39664;45052;23971;7,26;42,57
12490;15229;24303;15635;26396;5312;39613;45076;23954;7,18;42,58
12491;15279;24193;15598;26354;5329;39622;45005;23895;7,18;42,58
12492;15252;24234;15624;26219;5366;39494;45099;23789;7,18;42,58
12493;15222;24222;15687;26246;5353;39490;45099;23779;7,18;42,58
12494;15337;24252;15585;26378;5380;39463;45051;23809;7,18;42,58
12495;15358;24221;15674;26286;5347;39254;45045;23789;7,26;42,58
12496;15341;24308;15669;26252;5272;39211;45134;23725;7,26;42,57
12497;15365;24194;15658;26379;5324;39140;45045;23718;7,26;42,58
12498;15279;24278;15652;26373;5382;39057;45084;23585;7,26;42,58
12499;15295;24245;15633;26267;5398;38978;45142;23614;7,18;42,57
12500;15345;24223;15645;26300;5329;38898;45163;23610;7,26;42,57
12501;15422;24257;15739;26303;5432;38870;45066;23526;7,18;42,58
12502;15340;24254;15692;26306;5392;38778;45117;23504;7,18;42,57
12503;15409;24271;15699;26337;5285;38809;44974;23424;7,26;42,58
12504;15337;24296;15706;26236;5330;38716;45072;23484;7,26;42,59
12505;15416;24232;15784;26331;5360;38667;45072;23369;7,18;42,57
12506;15469;24321;15739;26261;5344;38550;45134;23391;7,26;42,58
12507;15450;24254;15660;26355;5358;38438;45157;23366;7,26;42,58
12508;15378;24219;15709;26262;5344;38411;45207;23292;7,26;42,58
12509;15473;24375;15752;26300;5305;38342;45176;23302;7,26;42,58
12510;15439;24302;15788;26367;5285;38268;45181;23224;7,26;42,57
12511;15415;24383;15791;26288;5388;38256;45054;23208;7,26;42,58
12512;15449;24398;15735;26368;5301;38189;45146;23229;7,26;42,59
12513;15458;24340;15780;26365;5290;38019;45122;23102;7,26;42,58
12514;15494;24403;15789;26410;5329;38115;45170;23129;7,18;42,58
12515;15469;24464;15693;26336;5301;38055;45170;23028;7,26;42,58
12516;15514;24251;15791;26302;5387;37921;45193;22972;7,26;42,58
12517;15431;24407;15763;26401;5248;37924;45055;22943;7,18;42,57
12518;15542;24274;15825;26347;5346;37871;45151;22967;7,33;42,58
12519;15551;24299;15874;26366;5267;37755;45150;23029;7,26;42,57
12520;15536;24281;15881;26387;5330;37730;45191;22942;7,18;42,58
12521;15543;24274;15768;26349;5375;37624;45084;22897;7,26;42,59
12522;15485;24251;15855;26448;5330;37603;45048;22832;7,22;42,58
12523;15566;24263;15839;26331;5321;37429;45195;22838;7,26;42,58
12524;15533;24257;15847;26319;5232;37393;45161;22827;7,18;42,57
12525;15529;24326;15891;26364;5261;37355;45211;22795;7,26;42,58
12526;15513;24256;15916;26412;5265;37359;45273;22823;7,18;42,57
12527;15612;24260;15901;26375;5254;37174;45112;22740;7,26;42,57
12528;15597;24302;15863;26374;5284;37236;45191;22729;7,26;42,58
12529;15556;24270;15901;26389;5288;37065;45193;22758;7,26;42,58
12530;15559;24301;15884;26401;5253;37136;45193;22715;7,26;42,57
12531;15562;24290;15874;26445;5234;36987;45232;22599;7,22;42,58
12532;15537;24386;15809;26427;5247;37060;45236;22602;7,29;42,58
12533;15606;24226;15936;26446;5292;36931;45270;22710;7,26;42,58
12534;15610;24335;15901;26335;5296;36856;45231;22542;7,26;42,58
12535;15570;24268;15809;26437;5227;36721;45255;22600;7,26;42,58
